id,question,category,file_name,file_page
815,ما هي البيانات المطلوبة لإجازة المرافقة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,180
816,كيف أسجل طلب إجازة رياضية داخلية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,182
817,ما هي البيانات المطلوبة للإجازة الرياضية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,183
818,كيف أسجل طلب إجازة مشاركة بأعمال إغاثة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,184
819,ما هي البيانات المطلوبة لإجازة الإغاثة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,185
820,كيف أسجل طلب إجازة غسيل كلي؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,188
821,ما هي البيانات المطلوبة لإجازة الغسيل الكلوي؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,189
822,كيف أسجل طلب إجازة عادية للموظفين؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,191
823,كيف أسجل طلب إجازة مرضية بسبب مرض خطير؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,194
824,ما هي البيانات المطلوبة لإجازة المرض الخطير؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,195
825,كيف أسجل طلب إجازة تعويض الأعياد والعطل الأسبوعية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,198
826,كيف تحسب إجازة تعويض الأعياد؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,199
827,كيف أسجل طلب إجازة تعويض عن الغياب بعذر بدون قرار أصلي؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,201
828,كيف أسجل طلب إجازة رياضية خارجية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,203
829,ما الفرق بين الإجازة الرياضية الداخلية والخارجية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,203
830,كيف أسجل طلب إجازة وفاة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,206
831,كيف أحدد صلة القرابة في إجازة الوفاة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,207
832,كيف تحسب مدة إجازة الوفاة حسب صلة القرابة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,207
833,كيف أسجل طلب إجازة أبوة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,209
834,ما هي البيانات المطلوبة لإجازة الأبوة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,210
835,كيف أسجل طلب إجازة استثنائية للمرافق؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,212
836,ما هي البيانات المطلوبة لإجازة المرافق الاستثنائية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,213
837,كيف أسجل طلب إجازة اضطرارية للمتعاقدين؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,215
838,ما الفرق في رصيد الإجازة بين العقد الحالي والسابق للمتعاقد؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,216
839,كيف أسجل طلب تعويض إجازة للمتعاقد؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,218
840,كيف أسجل طلب قطع أو إلغاء إجازة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,222
841,ما هي البيانات المطلوبة لقطع الإجازة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,223
842,كيف أسجل طلب إجازة تعويض تأخير؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,224
843,كيف تحسب إجازة تعويض التأخير؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,225
844,كيف أسجل طلب إجازة ثقافية داخلية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,227
845,ما هي البيانات المطلوبة للإجازة الثقافية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,228
846,كيف أسجل طلب إجازة ثقافية خارجية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,230
847,ما الفرق بين الإجازة الثقافية الداخلية والخارجية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,230
848,كيف أسجل طلب إجازة حضانة يتيم مكفول؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,233
849,ما هي البيانات المطلوبة لإجازة حضانة اليتيم؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,234
850,كيف تحسب المدة المستقطعة من الإجازة العادية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,234
851,كيف أسجل طلب إجازة وقوع كارثة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,236
852,ما هي البيانات المطلوبة لإجازة الكارثة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,237
853,كيف أسجل طلب إجازة زواج؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,239
854,كيف يعرض النظام عدد مرات التمتع بالزواج؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,240
855,كيف أسجل طلب تمديد إجازة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,243
856,كيف أبحث عن قرار الإجازة الأصلي للتمديد؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,243
857,كيف أحسب مدة التمديد المسموحة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,244
858,كيف أسجل طلب مباشرة بعد الإجازة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,247
859,كيف أحدد تاريخ المباشرة بعد الإجازة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,249
860,كيف أسجل طلب تحويل طبي؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,251
861,ما هي البيانات المطلوبة للتحويل الطبي؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,252
862,كيف أحدد نوع الطلب في التحويل الطبي (داخلي/خارجي)؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,252
863,كيف أحدد نموذج الطباعة للتحويل الطبي؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,252
864,كيف أسجل طلب إجازة حج؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,255
865,ما هي الفترة المسموحة لإجازة الحج؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,256
866,هل يسمح بتسجيل إجازة حج أكثر من مرة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,258
867,كيف أسجل طلب إجازة التدريب على أعمال الإعاقة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,258
868,كيف أختار المرافق من ذوي الاحتياجات الخاصة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,259
869,هل يسمح بإجازة التدريب على الإعاقة إذا كان هناك رصيد إجازة عادية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,261
870,كيف أسجل ميثاق أداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,262
871,كيف أحدد إذا كانت الوظيفة إشرافية في ميثاق الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,262
872,كيف تحدد فترة التقييم في الميثاق؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,262
873,كيف أضيف أهداف في ميثاق الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,264
874,كيف أحدد الوزن النسبي للأهداف في التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,265
875,كيف أضيف الجدارات في ميثاق الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,266
876,كيف أحدد مستوى الجدارة المطلوب؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,266
877,كيف ألغي اعتماد ميثاق أداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,266
878,ما هي مراحل اعتماد ميثاق الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,266
879,كيف أسجل تقييم أداء وظيفي؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,269
880,كيف أحدد فترة التقييم في تقييم الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,269
881,كيف أدخل الناتج الفعلي في تقييم الأهداف؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,270
882,كيف أحدد مستوى الجدارة الفعلي في التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,270
883,كيف يحسب التقدير العام للموظف؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,270
884,كيف أقدم تظلم على نتيجة تقييم الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,270
885,ما هي البيانات المطلوبة لتقديم تظلم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,271
886,كيف يتم اعتماد تقييم الأداء من المدير المقيم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,272
887,كيف يتم اعتماد تقييم الأداء من المدير المعتمد؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,272
888,كيف يتم اعتماد الموارد البشرية لميثاق الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,273
889,هل يمكن اعتماد ميثاق الأداء بشكل جماعي؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,274
890,كيف يتم اعتماد الموارد البشرية لتقييم الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,275
891,كيف أعرف الموظفين الذين لم يتم إدخال تقييم أداء لهم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,276
892,كيف أعرف التقديرات التي تجاوزت نسب التصنيف المحددة؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,277
893,كيف أعبي التقدير العام للموظف؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,280
894,كيف أدخل نقاط القوة في التقدير العام؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,281
895,كيف أدخل النقاط التي تحتاج إلى تطوير؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,281
896,كيف أطبع التقدير العام للموظف؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,281
897,كيف أسند تقييم موظف لمدير آخر؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,284
898,ما هي البيانات المطلوبة لإسناد التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,284
899,ما هو شرط إسناد التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,285
900,كيف أستثني موظف من التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,286
901,ما هي أسباب استثناء الموظف من التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,287
902,كيف أطبع كشف بالموظفين حسب حالة الميثاق والتقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,288
903,كيف أحدد الكادر الوظيفي في كشف التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,288
904,كيف أطبع كشف بالتظلمات على نتائج تقييم الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,291
905,كيف أتتبع مراحل الميثاق والتقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,294
906,كيف أستعلم عن الراتب المصروف في شهر معين؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,296
907,كيف أستعلم عن راتب موظف تابع لي؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,297
908,كيف أطبع كشف الراتب الشهري؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,297
909,كيف أشوف قائمة الموظفين التابعين لي إدارياً؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,298
910,كيف أعرض الموظفين التابعين للوحدات الفرعية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,299
911,كيف أطبع قائمة الموظفين التابعين لي؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,299
912,كيف أستعلم عن تقييم الأداء الوظيفي؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,300
913,كيف أشاهد تفاصيل تقييم أداء سابق؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,301
914,كيف أعرض المرفقات في تقييم الأداء؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,302
915,كيف أستعلم عن حالة أوامر الصرف ومستندات الدفع؟,مالية,Priority_Source_2_User Manual HPA-Complete.pdf,304
916,كيف أشاهد تفاصيل المبالغ في أوامر الصرف؟,مالية,Priority_Source_2_User Manual HPA-Complete.pdf,305
917,كيف أطبع كشف أوامر الصرف؟,مالية,Priority_Source_2_User Manual HPA-Complete.pdf,305
918,كيف أستعلم عن حسابات العهد والأمانات والسلف؟,مالية,Priority_Source_2_User Manual HPA-Complete.pdf,307
919,ما الفرق بين العهد والأمانات والسلف؟,مالية,Priority_Source_2_User Manual HPA-Complete.pdf,307
920,كيف أطبع كشف حسابات العهد؟,مالية,Priority_Source_2_User Manual HPA-Complete.pdf,308
921,كيف أستعلم عن العهد المسجلة على الموظف/المبنى/الإدارة؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,309
922,كيف أشاهد الأرقام التسلسلية للعهد؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,309
923,كيف أطبع كشف العهد المسجلة؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,310
924,كيف أستعلم عن بيان الوظائف التابعة لإدارتي؟,وظائف,Priority_Source_2_User Manual HPA-Complete.pdf,311
925,كيف أعرف حالة الوظيفة (مشغولة/شاغرة)؟,وظائف,Priority_Source_2_User Manual HPA-Complete.pdf,312
926,كيف أطبع بيان الوظائف التابعة لي؟,وظائف,Priority_Source_2_User Manual HPA-Complete.pdf,312
927,كيف أستعلم عن المكافآت والنفقات المصروفة خلال فترة؟,مكافآت,Priority_Source_2_User Manual HPA-Complete.pdf,313
928,كيف أستعلم عن المكافآت اعتباراً من تاريخ معين؟,مكافآت,Priority_Source_2_User Manual HPA-Complete.pdf,314
929,كيف أطبع كشف المكافآت والنفقات؟,مكافآت,Priority_Source_2_User Manual HPA-Complete.pdf,315
930,كيف أستعلم عن الانتدابات السابقة؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,316
931,كيف أعرف عدد أيام الانتداب المستحقة والمستنفذة؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,316
932,كيف أطبع كشف الانتدابات؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,317
933,كيف أستعلم عن الترقيات السابقة؟,ترقية,Priority_Source_2_User Manual HPA-Complete.pdf,318
934,كيف أعرف المرتبة والدرجة قبل وبعد الترقية؟,ترقية,Priority_Source_2_User Manual HPA-Complete.pdf,318
935,كيف أطبع كشف الترقيات؟,ترقية,Priority_Source_2_User Manual HPA-Complete.pdf,319
936,كيف أستعلم عن العلاوات؟,علاوات,Priority_Source_2_User Manual HPA-Complete.pdf,320
937,كيف أعرف مقدار العلاوة وسببها؟,علاوات,Priority_Source_2_User Manual HPA-Complete.pdf,320
938,كيف أطبع كشف العلاوات؟,علاوات,Priority_Source_2_User Manual HPA-Complete.pdf,321
939,كيف أستعلم عن طلبات التعديل التي لم يتخذ إجراء بها؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,322
940,كيف أطبع كشف طلبات التعديل غير المعتمدة؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,324
941,كيف أستعلم عن الطلبات التي قدمتها؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,325
942,كيف أعرف حالة اعتماد الطلب والمرحلة الحالية؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,326
943,كيف أطبع كشف الاستعلام عن الطلبات؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,327
944,كيف أستعلم عن مشهد التعريف؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,328
945,كيف أتأكد من صحة خطاب التعريف؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,328
946,كيف أستعلم عن الطلبات كمدير للبوابة؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,330
947,كيف أعرف معلومات الاعتماد والرفض للطلب؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,331
948,كيف أعرف المرحلة التالية لاعتماد الطلب؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,332
949,كيف أتتبع الطلبات المسجلة؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,333
950,كيف أعرف مراحل القرار في شؤون الموظفين والرواتب؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,335
951,كيف أستعلم عن بيانات الإجازات؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,337
952,كيف أستعلم عن الرصيد المتبقي لنوع محدد من الإجازات؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,338
953,كيف أستعلم عن الرصيد عند تاريخ محدد؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,338
954,كيف أطبع كشف بيانات الإجازات؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,339
955,كيف أستعلم عن البيانات الشخصية للموظفين التابعين لي؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,340
956,كيف أطبع كشف البيانات الشخصية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,341
957,كيف أستعلم عن البيانات الوظيفية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,342
958,كيف أطبع كشف البيانات الوظيفية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,343
959,كيف أستعلم عن ملف الراتب؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,344
960,كيف أطبع كشف ملف الراتب؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,345
961,كيف أستعلم عن بيان ملف الخدمة؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,346
962,كيف أطبع كشف بيان ملف الخدمة؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,347
963,كيف أستعلم عن الدورات التدريبية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,348
964,كيف أطبع كشف الدورات التدريبية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,349
965,كيف أستعلم عن المرافقين؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,350
966,كيف أطبع بيانات المرافقين؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,351
967,كيف أستعلم عن الوثائق الشخصية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,352
968,كيف أطبع كشف الوثائق الشخصية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,353
969,كيف أستعلم عن معلومات القدوم والتعاقد للمتعاقدين؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,354
970,كيف أطبع كشف معلومات القدوم والتعاقد؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,355
971,كيف أستعلم عن المؤهلات العلمية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,356
972,كيف أطبع كشف المؤهلات العلمية؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,357
973,كيف أستعلم عن الخبرات السابقة؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,358
974,كيف أطبع كشف الخبرات السابقة؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,359
975,كيف أستعلم عن بيان ملف خدمة محدث؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,360
976,كيف أظهر بيان الإجازات في ملف الخدمة المحدث؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,361
977,كيف أظهر تقارير الأداء في ملف الخدمة المحدث؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,361
978,كيف أطبع كشف بيان ملف خدمة محدث؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,361
979,كيف أستعلم عن مكافآت العمل خارج الدوام؟,مكافآت,Priority_Source_2_User Manual HPA-Complete.pdf,363
980,كيف أستعلم عن مكافآت خارج الدوام حتى تاريخ معين؟,مكافآت,Priority_Source_2_User Manual HPA-Complete.pdf,363
981,كيف أستعلم عن مكافآت خارج الدوام خلال فترة مالية؟,مكافآت,Priority_Source_2_User Manual HPA-Complete.pdf,364
982,كيف أطبع كشف إحصائي بطلبات صرف نفقة تعليم الأبناء؟,استعلامات,Priority_Source_2_User Manual HPA-Complete.pdf,367
983,كيف أستطلع نتائج الاستبيانات؟,استبيانات,Priority_Source_2_User Manual HPA-Complete.pdf,369
984,كيف أعرف عدد الموظفين حسب رضا المستخدمين؟,استبيانات,Priority_Source_2_User Manual HPA-Complete.pdf,370
985,كيف أشوف تفاصيل الموظفين حسب درجة التقييم؟,استبيانات,Priority_Source_2_User Manual HPA-Complete.pdf,370
986,كيف أضبط إعدادات مستخدمي النظام؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,371
987,كيف أحدد نوع المستخدم في النظام؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,371
988,كيف أفعل رابط "نسيت كلمة السر"؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
989,كيف أحدد طريقة إرسال رمز التحقق؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
990,كيف أحدد الحد الأقصى لمدة التأخير في اعتماد الطلبات؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
991,كيف أحدد صاحب الصلاحية الافتراضي للطلبات المتأخرة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
992,كيف أسمح للموظفين بتسجيل انتداب لأنفسهم؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
993,كيف أفعل إرسال رسائل تنبيه تقييم الأداء؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,373
994,كيف أحدد طريقة إرسال تنبيهات تقييم الأداء؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,373
995,كيف أضيف مستخدم جديد للبوابة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,374
996,كيف أعين موظف كمدير للنظام؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,375
997,كيف أشاهد مستخدمي البوابة الحاليين؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,376
998,كيف أضيف خبر جديد في النظام؟,أخبار,Priority_Source_2_User Manual HPA-Complete.pdf,378
999,كيف أضيف صورة للخبر؟,أخبار,Priority_Source_2_User Manual HPA-Complete.pdf,380
1000,كيف أغير كلمة سر مستخدم آخر؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,381
1001,كيف أطبع كشف بالمستخدمين المعاد تفعيلهم تلقائياً؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,383
1002,كيف أحدد عدد مرات طباعة الاستعلامات والطلبات المسموحة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,385
1003,كيف أتحكم في الشاشات التي تظهر في النظام؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,387
1004,كيف أحدد ترتيب ظهور الشاشات في القائمة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,388
1005,كيف أضيف رابط خارجي في البوابة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,389
1006,كيف أحدد إعدادات خطاب التعريف؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,391
1007,كيف أحدد القيمة الافتراضية لنص خطاب التعريف؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,392
1008,كيف أضيف جهة موجه لها خطاب التعريف؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,392
1009,كيف أحدد مراحل اعتماد الطلبات؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,393
1010,كيف أضيف صاحب صلاحية لمرحلة اعتماد؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,394
1011,كيف أضيف استطلاع رأي جديد؟,استطلاعات,Priority_Source_2_User Manual HPA-Complete.pdf,395
1012,كيف أحدد خيارات استطلاع الرأي؟,استطلاعات,Priority_Source_2_User Manual HPA-Complete.pdf,396
1013,كيف أحدد طريقة عرض نتائج الاستطلاع؟,استطلاعات,Priority_Source_2_User Manual HPA-Complete.pdf,396
1014,كيف أضيف أنواع الشكاوى والاقتراحات؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,397
1015,كيف أحدد درجة الأهمية للشكوى؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,398
1016,كيف أعين موظف مسؤول عن نوع شكوى؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,398
1017,كيف أعين موظفين مخولين بالاعتماد نيابة عن صاحب الصلاحية؟,تفويض,Priority_Source_2_User Manual HPA-Complete.pdf,399
1018,كيف أختار الموظفين المفوضين؟,تفويض,Priority_Source_2_User Manual HPA-Complete.pdf,400
1019,كيف أضيف نموذج طباعة لخطابات التعريف؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,401
1020,كيف أربط نموذج الطباعة بشرط تصفية؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,402
1021,كيف أضيف موظف في قائمة المسموح لهم بتسجيل انتداب لأنفسهم؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,403
1022,كيف أحدد نوع القرار (داخلي/خارجي) للموظف؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,404
1023,كيف أعين مدير مخول لاعتماد الميثاق والتقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,405
1024,كيف أحدد صاحب صلاحية الاعتماد الأول والثاني؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,406
1025,كيف أضيف نموذج طباعة للمرافقين؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,407
1026,كيف أحدد إعدادات إخفاء وإظهار حقول الدرجة والتقدير؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,409
1027,كيف أتحكم في ظهور الدرجة قبل التقريب للموظف؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,411
1028,كيف أتحكم في ظهور التقدير للمدير المقيم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,411
1029,كيف أضيف استبيان جديد في النظام؟,استبيانات,Priority_Source_2_User Manual HPA-Complete.pdf,412
1030,كيف أحدد مرحلة إظهار الاستبيان؟,استبيانات,Priority_Source_2_User Manual HPA-Complete.pdf,413
1031,كيف أحدد عدد مرات إظهار الاستبيان؟,استبيانات,Priority_Source_2_User Manual HPA-Complete.pdf,413
1032,كيف أضيف أسئلة في الاستبيان؟,استبيانات,Priority_Source_2_User Manual HPA-Complete.pdf,413
1033,كيف أضيف شروط التصفية في تعريف المدراء المخولين؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,406
1034,كيف أحدد مسمى منصب صاحب صلاحية الاعتماد؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,406
1035,كيف أضبط إعدادات إخفاء وإظهار حقول الدرجة لشاشة التقدير العام؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,410
1036,كيف أضبط إعدادات إخفاء وإظهار حقول التقدير لشاشة الاستعلام؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,410
1037,كيف أضيف وصف السلوكي للجدارة في التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,266
1038,كيف أحدد الناتج المستهدف في تقييم الأهداف؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,265
1039,كيف تحسب الأهمية النسبية للأهداف في التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,265
1040,كيف تحسب الأهمية النسبية للجدارات في التقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,266
